Date,District,Header,Story,Source,Attack,latitude,longitude,Propaganda,Structural Discrimination,Material Damage,Reported status
2019-07-28,Neukölln,LGBTIQ*-feindlicher Angriff am Hermannplatz,Auf dem Hermannplatz werden gegen 8.15 Uhr ein Mann und eine Frau im Alter von 34 Jahren von einem 28-jährigen Mann aus LGBTIQ-feindlicher Motivation beleidigt und mit einer Flasche beworfen.,ReachOut Berlin,physical,52.48693485,13.424673198083719,Unknown,Unknown,Unknown,Unknown
2019-07-26,Pankow,Homophober Angriff in Weißensee,"Im Ortsteil Weißensee beleidigte ein alkoholisierter Mann (57 Jahre) in der Tram Linie 12 gegen 18:05 Uhr weibliche Fahrgäste homophob. Anschließend griff er einer Frau am Unterarm und schubste sie gegen die Tür der Straßenbahn. Davor hatte der Mann in der Tram mehrfach den ""Hitlergruß"" gezeigt. Die Polizei wurde gerufen und nahm den Mann mit. Es wurden Ermittlungen eingeleitet.",Pressemitteilung der Polizei vom 27.07.2019,physical,52.5546193,13.4630018,Unknown,Unknown,Unknown,Unknown
2019-07-22,Neukölln,LGBTIQ*-feindlicher Angriff am Weichselplatz,Gegen 21.35 Uhr wird eine 37-jährige Frau auf dem Weichselplatz von einem unbekannten Mann aus LGBTIQ-feindlicher Motivation beleidigt und mit einer Bierflasche beworfen.,ReachOut Berlin,physical,52.487895800000004,13.439138405856566,Unknown,Unknown,Unknown,Unknown
2019-07-21,Mitte,Homophobe Propaganda am Ckeckpoint Charlie,"Am Checkpoint Charlie im Ortsteil Mitte wurde an einer Wand der Spruch ""Schwule sterben aus"" aufgesprüht.",Registerstelle Berlin-Mitte,other,52.5075075,13.3903737,Unknown,Unknown,Unknown,Unknown
2019-07-21,Treptow-Köpenick,LGBTIQ*-feindlicher Angriff in Grünau,"In der Nähe des S-Bhf. Grünau wurde eine Person von drei Jugendlichen aus LGBTIQ*-feindlicher Motivation beleidigt, drohend umringt und beraubt.",ReachOut,physical,52.4154272,13.5805633,Unknown,Unknown,Unknown,Unknown
2019-07-17,Pankow,Transfeindliche-Beleidigung in Pankow,Im Ortsteil Pankow wurden in der Wollankstraße zwei Menschen transfeindlich beleidigt. Ein Auto fuhr an den beiden Personen vorbei und es wurden aus dem Auto heraus transfeindliche Sprüche getätigt.,"[moskito] Fach- und Netzwerkstelle gegen Rechtsextremismus, für Demokratie und Vielfalt",verbal,52.5660169,13.4030903,Unknown,Unknown,Unknown,Unknown
2019-07-15,Mitte,LGBTIQ*feindliche Sprüche vor der Neuen Wache,"Vor der Neuen Wache Unter den Linden wurden in der selben Machart erstellte, auf Karton selbstgemalte und mit Tesafilm angeklebte LGBTIQ*feindliche Sprüche entdeckt und entfernt. Auf den Zetteln stand ""Homosexuelle Lobby welt-weit"" und  ""Joh. 16.8."", ein Verweis auf den Bibelspruch: ""Und wenn er kommt, wird er der Welt die Augen auftun über die Sünde und über die Gerechtigkeit und über das Gericht.""  
Diese selbstgemachten LGBTIQ*feindlichen, christlich-fundamentalistischen Aufkleber in derselben Machart und Schrift wurden in den letzten zwei Jahren immer wieder an verschiedenen Orten in Berlin entdeckt.",Registerstelle Berlin-Mitte,other,52.5202262,13.3704874,Unknown,Unknown,Unknown,Unknown
2019-07-09,Charlottenburg-Wilmersdorf,Homofeindliche Aufkleber in Westend,"Am 09. Juli 2019 wurden am S-Bhf. Westend in Westend entlang der Rolltreppe vier handgeschriebene Aufkleber mit der Aufschrift ""schwul=krank"" entdeckt.",Register CW,other,52.5133992,13.2558416,Unknown,Unknown,Unknown,Unknown
2019-07-05,Mitte,Anti-Schwarze rassistische Beleidigung und Diskriminierung am Arbeitsort,"In einer touristischen Attraktion in Berlin-Mitte wurde eine afrodeutsche Mitarbeiterin von einem Kollegen aufgrund ihrer Hautfarbe als ""Dreck"" bezeichnet. Nachdem sie den Vorfall bei Vorgesetzten meldete, wandten sich die meisten Kolleg*innen gegen sie. Auch vorher hatte es an ihrer Arbeitsstelle bereits viele rassistische, sexistische und homophobe Äußerungen gegeben, die jedoch nicht gegen sie persönlich gerichtet worden waren. Auch hierauf bezogen forderte sie den Arbeitgeber auf, gegen solche Beleidigungen und Diskriminierungen einzuschreiten. Von einigen unmittelbaren Vorgesetzten gab es daraufhin zwar Beileidsbekundungen und sogar Heulattacken. Die höchstgestellten Verantwortlichen ignorierten ihre Beschwerde jedoch vollständig und es passierte im Betrieb nichts, sodass die Betroffene sich gezwungen sah, ihre Arbeitsstelle zu wechseln.",Antidiskrimierungs-App,physical,52.5089935,13.375663,Unknown,Unknown,Unknown,Unknown
2019-07-01,Friedrichshain-Kreuzberg,Transperson in Sonntagstraße angegriffen,Eine 25-jährige Transperson wird gegen 1.00 Uhr in der Sonntagsstraße von einem 19-jährigen Mann und einer weiteren Person aus LGBTIQ-feindlicher Motivation beleidigt. Dem Schlag des 19-Jährigen kann die 25-Jährige ausweichen.,ReachOut Berlin,verbal,52.5077411,13.4638418,Unknown,Unknown,Unknown,Unknown
2019-06-27,Mitte,Erneut homofeindliche Schmiererei in Mitte,"In der Leipziger Straße im Ortsteil Mitte wurde die homofeindliche Schmiererei ""Schwule sterben aus"" entdeckt. Dieser Slogan in immer der gleichen schwarzen Schrift und Schriftart wurde in den letzten Wochen immer wieder vor allem im Bezirk Mitte angeschmiert.",Registerstelle Berlin-Mitte,other,52.5108273,13.394418,Unknown,Unknown,Unknown,Unknown
2019-06-23,Neukölln,LGBTIQ*-feindliche Schmiererei in Nordneukölln,"In der Grenzallee, Ecke Neuköllnische Allee, wurde eine LGBTIQ*-feindliche Schmiererei entdeckt. An die Hauswand eines ehemaligen Schuhgeschäfts war der Spruch ""Schwule sterben aus"" gesprüht.",Register Neukölln,other,52.4690199,13.4578526,Unknown,Unknown,Unknown,Unknown
2019-06-17,Mitte,Homophobe Beleidigung auf Schulfest,Am Nachmittag beleidigte ein 16-jähriger Schüler einen 19-jährigen ehemaligen Schüler homophob während eines Schulfestes in Gesundbrunnen. Die homophobe Beleidigung wurde bei der herbeigerufenen Polizei zur Anzeige gebracht.,Polizeimeldung vom 18.06.2019,verbal,52.5509201,13.384846,Unknown,Unknown,Unknown,Unknown
2019-06-17,Treptow-Köpenick,LGBTIQ*-feindliche Beleidigung und Angriff in Friedrichshagen,Am Vormittag wurde ein junger Mann in einer Straßenbahn auf dem Müggelseedamm von einem Mann aus LGBTIQ-feindlicher Motivation beleidigt und mit Fäusten geschlagen.,ReachOut,physical,52.4468542,13.6243321,Unknown,Unknown,Unknown,Unknown
2019-06-16,Treptow-Köpenick,Hitlergruß und massive Bedrohung in Friedrichshagen,"Am frühen Morgen wurden drei Jugendliche an der Haltestelle Marktplatz aus einer Gruppe heraus aus politischer und LGBTIQ-feindlicher Motivation beleidigt, zudem wurde der Hitlergruß gezeigt. Die beiden Jugendlichen gingen daraufhin weiter und wurden in der Aßmannstr. von der Gruppe umzingelt, an eine Schaufensterscheibe gedrängt und geschubst.",Pressemitteilung der Polizei,verbal,52.4493804,13.6262724,Unknown,Unknown,Unknown,Unknown
2019-06-09,Tempelhof-Schöneberg,LGBTIQ*-feindlicher Angriff am Wittenbergplatz,Kurz nach 5.00 Uhr wird ein unbekannter Mann vor einem Club am Wittenbergplatz aus LGBTIQ*-feindlicher Motivation mit einer Flüssigkeit bespritzt und laut Zeug_*innen mit der Faust ins Gesicht geschlagen.,"ReachOut Berlin -  Opferberatung und Bildung gegen Rechtsextremismus, Rassismus und Antisemitismus",physical,52.501820800000004,13.34296256609647,Unknown,Unknown,Unknown,Unknown
2019-06-05,Mitte,Homophobe Beleidigung im Bus in Tiergarten,"Zu einer homophoben Beleidigung kam es am Nachmittag in Tiergarten. Der 41 Jahre alte Beleidigte saß gegen 15 Uhr mit seinem Partner in einem Bus der Linie 187. In Höhe des Spreeweges beleidigte ihn ein  unbekannter Fahrgast in russischer Sprache homophob, bevor er den Bus verließ. Der 41-Jährige alarmierte die Polizei und brachte die Beleidigung zur Anzeige.",Polizeimeldung vom 06.06.2019,verbal,52.5097776,13.3572597,Unknown,Unknown,Unknown,Unknown
2019-06-05,Friedrichshain-Kreuzberg,LGBTIQ*-Feindlicher Angriff in der U-Bahn,"Gegen 20.10 Uhr wird ein 23-jähriger Mann von einem 16-jährigen Jugendlichen, der in Begleitung einer anderen Person ist, in der U-Bahn nahe dem U-Bahnhof Prinzenstraße aus LGBTIQ-feindlicher Motivation beleidigt und von einem Täter ins Gesicht und in den Bauch geschlagen.",ReachOut Berlin,physical,52.5107448,13.4351709,Unknown,Unknown,Unknown,Unknown
2019-06-03,Neukölln,LGBTIQ*-feindliche Schmiererei in Nordneukölln,"In der Grenzallee, Ecke Neuköllnische Allee, wurde eine LGBTIQ*-feindliche Schmiererei entdeckt. Auf der Rückseite eines großen Wahlplakats war mit schwarzem Edding der Spruch ""Schwule sterben aus"" angebracht.",Register Neukölln,other,52.4690199,13.4578526,Unknown,Unknown,Unknown,Unknown
2019-05-28,Friedrichshain-Kreuzberg,Homophobes Graffiti am Ostbahnhof,"Auf einem Großplakat am Ostbahnhof wurde der Spruch ""Schwule sterben aus"" angebracht.",Register Charlottenburg-Wilmersdorf,other,52.5093926,13.4348045,Unknown,Unknown,Unknown,Unknown
2019-05-27,Treptow-Köpenick,Homosexuellenfeindliche Schmiererei in Plänterwald,In der Straße Am Treptower Park wurde auf der Rückseite eines Wahlaufstellers eine homofeindliche Schmiererei entdeckt. Dieser trug den Slogan „Schwule sterben aus“.,Zentrum für Demokratie,other,52.4795439,13.4788076,Unknown,Unknown,Unknown,Unknown
2019-05-23,Charlottenburg-Wilmersdorf,Homophobe Schmiererei in Charlottenburg,"Am 23. Mai 2019 wurde in der Nähe des Ernst-Reuter-Platzes in Charlottenburg die Schmiererei ""Schwule sterben aus"" entdeckt.",Register CW,other,52.515747,13.3096834,Unknown,Unknown,Unknown,Unknown
2019-05-18,Mitte,LGBTIQ-feindlicher Angriff am Alex,Gegen 3.15 Uhr wurden zwei Männer im Alter von 30 und 38 Jahren in der Panoramastraße am Alexanderplatz von einem 26-jährigen Mann aus LGBTIQ-feindlicher Motivation mit Pfefferspray besprüht.,"ReachOut, Polizeimeldung vom 17.06.2019",physical,52.52197645,13.413637435864272,Unknown,Unknown,Unknown,Unknown
2019-05-17,Mitte,LGBTIQ-feindlicher Angriff im Wedding,Ein 50-jähriger Mann wird gegen 14.30 Uhr in der Luxemburger Straße von zwei Männern im Alter von 34 und 46 Jahren aus LGBTIQ-feindlicher Motivation beleidigt und gestoßen.,"ReachOut, Polizeimeldung vom 17.06.2019",physical,52.5450133,13.3570103,Unknown,Unknown,Unknown,Unknown
2019-05-16,Pankow,Homofeindlicher Spruch im Prenzlauer Berg,"Im Ortsteil Prenzlauer Berg wurde in einer Schule von einem Schüler ein homofeindlicher Spruch getätigt. Dieser sagte zu einem anderen Schüler ""Jetzt hör mal auf du Schwuchtel!"".",Register Berlin-Mitte,other,52.5398466,13.4285652,Unknown,Unknown,Unknown,Unknown
2019-05-15,Tempelhof-Schöneberg,Homosexuellenfeindliche Schmiererei in Schöneberg,"Am 15.05.2019 wurde in Schöneberg auf der Rückwand eines Wahlplakataufstellers die Schmiererei ""Schwule sterben aus"" entdeckt.",Register Tempelhof-Schöneberg,other,52.482157,13.3551901,Unknown,Unknown,Unknown,Unknown
2019-05-12,Tempelhof-Schöneberg,LGBTIQ*-feindlicher Angriff in Schöneberg,Ein 56-jähriger Mann wird gegen 17.50 Uhr in einem Fitnessstudio in der Hauptstraße von einem 21-jährigen Mann aus LGBTIQ*-feindlicher Motivation beleidigt und ins Gesicht geschlagen.,"ReachOut Berlin -  Opferberatung und Bildung gegen Rechtsextremismus, Rassismus und Antisemitismus",physical,52.482157,13.3551901,Unknown,Unknown,Unknown,Unknown
2019-05-12,Mitte,Homophober Angriff am U-Bahnhof Alexanderplatz,"Gegen 20.15 Uhr wird ein 32-jähriger Mann, der mit seinem gleichaltrigen Freund auf dem U-Bahnhof Alexanderplatz in die U-Bahn einsteigen will, aus einer Gruppe von vier 15- und 16-Jährigen heraus aus LGBTIQ-feindlicher Motivation in die offene U-Bahn gestoßen.","ReachOut, Polizei Berlin vom 07.02.2020",physical,52.52155545,13.411119108083703,Unknown,Unknown,Unknown,Unknown
2019-05-08,Mitte,Homophobes Graffiti in Mitte,In der Rosa-Luxemburg-Straße wurde gegen Abend ein homophobes Graffiti in schwarzer Farbe („Schwule sterben aus“) entdeckt.,Registerstelle Berlin-Mitte,other,52.5284033,13.4102328,Unknown,Unknown,Unknown,Unknown
2019-05-06,Friedrichshain-Kreuzberg,LGBTIQ*-Feindlicher Spruch am Bahnhof Ostkreuz,Am Bahnhof Ostkreuz auf einem Bahnsteig wird der LGBTIQ*-Feindliche Schriftzug „Schwule sterben aus“ entdeckt.,Berliner Register via Twitter,other,52.5063397,13.4704342,Unknown,Unknown,Unknown,Unknown
2019-05-02,Friedrichshain-Kreuzberg,Homofeindliches Graffiti am Platz der Vereinten Nationen,Am Platz der Vereinten Nationen stand auf einigen (mind. 4) Großplakaten auf der Rückseite der homofeindliche Spruch „Schwule sterben aus“.,Register Friedrichshain-Kreuzberg,other,52.5233986,13.4299155,Unknown,Unknown,Unknown,Unknown
2019-04-25,Neukölln,LGBTIQ*-feindlicher Angriff in Nordneukölln,In der Saalestraße wird ein 36-jähriger Mann gegen 13.00 Uhr von einem Unbekannten  aus LGBTIQ*-feindlicher Motivation beleidigt und geschlagen.,ReachOut Berlin,physical,52.4712746,13.4527727,Unknown,Unknown,Unknown,Unknown
2019-04-20,Steglitz-Zehlendorf,Homophobe Beleidigung an AfD-Wahlkampfstand,Bei einem  AfD-Wahlkampfstand in der Schloßstraße wurde ein linker Aktivist durch einen der Standbetreuer homophob beleidigt .,Bürger*innenmeldung,verbal,52.4546727,13.3187388,Unknown,Unknown,Unknown,Unknown
2019-04-17,Mitte,Homophober Angriff im Volkspark am Weinbergspark,"Am Abend wurden zwei Männer im Ortsteil Mitte homophob beleidigt und angegriffen. Die beiden 19- und 20-jährigen Männer liefen gegen 20 Uhr Hand in Hand durch den Volkspark am Weinbergspark, als sie von einem Mann aus einer Gruppe heraus beleidigt und bespuckt wurden. Alarmierte Polizisten suchten den Park ab und nahmen die Personaldaten zweier junger Männer auf, die Teil der Gruppe gewesen sein sollen. Der Staatsschutz beim Landeskriminalamt hat die weiteren Ermittlungen übernommen.","Registerstelle Berlin-Mitte, Polizeimeldung vom 18.04.2019, queer.de vom 18.04.2019, Tagesspiegel vom 18.04.2019, Berliner Morgenpost vom 18.04.2019",physical,52.5323789,13.401721680779833,Unknown,Unknown,Unknown,Unknown
2019-04-14,Friedrichshain-Kreuzberg,Frauen greifen schwule Männer am Schlesischen Tor an,"Ein 32- und ein 34-jähriger Mann werden gegen 4.30 Uhr auf der Straße vor dem Schlesischen Tor von zwei Frauen aus LGBTIQ-feindlicher Motivation geschlagen, getreten und beraubt.",ReachOut Berlin,physical,52.4974688,13.4484989,Unknown,Unknown,Unknown,Unknown
2019-04-10,Neukölln,Rassistische Wortmeldungen in BVV,"Während der Neuköllner BVV-Sitzung am 10. April kommt es bei dem Punkt „LSBTI in Neukölln wirksam vor Gewalt schützen – Stelle für Queer-Beauftragte*n umgehend einrichten“ zu rassistischen Wortmeldungen seitens einer fraktionslosen Abgeordneten, die den Redner der Grünen angreift und dabei einen Zusammenhang zwischen LGBTIQ-feindlichen Angriffen und Migration aufmacht. Die Grünen hätten ""die Grenzen aufgerissen"" und seien für den Zuzug von Menschen verantwortlich, die LGBTIQ-feindliche Einstellungen vertreten würden.",Register Neukölln,No,52.4811497,13.4353501,yes,Unknown,Unknown,Unknown
2019-03-28,Tempelhof-Schöneberg,Antisemitische und LGBTIQ*-feindliche Sprüche auf Werbeplakat,"Am 28.03.2019 wurde auf ein Werbeplakat mit der Aufschrift ""Made in Germany by Vielfalt"" ein antisemitischer und homosexuellenfeindlicher Spruch geschmiert. Unter anderem stand dort: ""Multikulti ist Judendreck...""",Recherche- und Informationsstelle Antisemitismus (RIAS),other,52.4724367,13.3321722,Unknown,Unknown,Unknown,Unknown
2019-03-26,Steglitz-Zehlendorf,Transfrau wird durch beleidigendes Verhalten aus Geschäft vertrieben,"Gegen 18:30 Uhr wird eine Transfrau in einem Supermarkt in der Bismarckstraße aufgrund ihrer Transsexualität von zwei Kassiererinnen in abwertender Weise so lang ausgelacht, bis sie den Laden verlässt.",Berliner Register,verbal,52.4512449,13.3379601,Unknown,Unknown,Unknown,Unknown
2019-03-13,Neukölln,LGBTIQ*-feindlicher Angriff in Nordneukölln,"Gegen 21.40 Uhr wurde ein 44-jähriger Mann in einem Supermarkt in der Reuterstraße von einem unbekannten Mann aus LGBTIQ*-feindlicher Motivation beleidigt. Er wurde gestoßen, auf das Kassenband gedrückt und sein Arm wurde verdreht.",ReachOut Berlin,physical,52.4880377,13.4289866,Unknown,Unknown,Unknown,Unknown
2019-03-13,Neukölln,LGBTIQ*-feindlicher Angriff in der Reuterstraße,"Gegen 21.40 Uhr wird ein 44-jähriger Mann in einem Supermarkt in der Reuterstraße von einem unbekannten Mann aus LGBTIQ*-feindlicher Motivation beleidigt. Er wird gestoßen, ihm wird der Arm verdreht und er wird auf das Kassenband gedrückt.",ReachOut,physical,52.4880377,13.4289866,Unknown,Unknown,Unknown,Unknown
2019-03-06,Treptow-Köpenick,Massive LGBTIQ*-feindliche Bedrohung in Plänterwald,Ein Mann wurde in einer Geflüchtetenunterkunft in Plänterwald von einem anderen Mann aus LGBTIQ-feindlicher Motivation an die Schulter gefasst und mit dem Tode bedroht.,ReachOut,verbal,52.4795439,13.4788076,Unknown,Unknown,Unknown,Unknown
2019-02-25,Neukölln,LGBTIQ*-feindlicher Angriff in Nordneukölln,"In der Karl-Marx-Straße wurde gegen 15.50 Uhr ein 37-jähriger Mann von zwei Unbekannten angegriffen. Der 37-Jährige wurde LGBTIQ*-feindlich beleidigt, festgehalten und von einem der beiden unbekannten Männer ins Gesicht geschlagen.",ReachOut Berlin,physical,52.46385,13.4439688,Unknown,Unknown,Unknown,Unknown
2019-02-21,Marzahn-Hellersdorf,Aufkleber der Jungen Nationalisten in Marzahn-Mitte,"An der Tram-Haltestelle Freizeitforum Marzahn wurden mehrere Aufkleber der NPD-Jugendorganisation ""Junge Nationalisten"" entdeckt, die gegen angeblichen ""Genderwahnsinn"" hetzen und dabei auf das NS-Opfer Anne Frank anspielen.",Augenzeug*in,other,52.5373041,13.6033766,Unknown,Unknown,Unknown,Unknown
2019-02-06,Neukölln,LGTIQ*-feindlicher Angriff in Britz,"In der Backbergstraße wurde ein 68-jähriger Mann von einem 65-jährigen Mann angegriffen. Gegen 14 Uhr wurde der 68-Jährige von dem anderen Mann aus LGBTIQ*-feindlicher Motivation beleidigt, gegen einen Zaun gedrückt und bedroht.",ReachOut Berlin,physical,52.4474395,13.4377863,Unknown,Unknown,Unknown,Unknown
2019-02-04,Mitte,LGBTIQ*- und behindertenfeindliche Hassmails,Eine Einrichtung für psychisch kranke Menschen im Wedding bekommt mehrere Hassmails mit LGBTIQ*- und behindertenfeindlichen Inhalten. Derselbe der Einrichtung bekannte Mann schickt seit 2016 immer wieder Hassmails ähnlichen Inhalts an diese Einrichtung.,Registerstelle Berlin-Mitte,other,52.550123,13.34197,Unknown,Unknown,Unknown,Unknown
2019-01-01,Neukölln,Transfeindlicher Angriff in Nordneukölln,"Gegen 18 Uhr wurde eine unbekannte Transfrau in der Leinestraße von vier Jugendlichen angegriffen. Die Jugendlichen waren 13, 15, 16 und 17 Jahre alt. Die Transfrau wurde von den Jugendlichen bedrohlich umringt und mit einem Gegenstand beworfen.",ReachOut Berlin,physical,52.4727459,13.4245303,Unknown,Unknown,Unknown,Unknown
2020-12-19,Reinickendorf,Abwertung von LGBTIQ-Personen in Telegram-Gruppe,"In einer Telegram-Gruppe, in der sich Menschen aus Reinickendorf gegen Corona-Maßnahmen organisieren und austauschen, werden Personen, die sich um eine geschlechtergerechte Schreibweise bemühen, als extern betreuungswürdig eingestuft. Damit wird implizit die Lebensrealität von nicht-binären, queeren, Inter- und Trans-Personen abgewertet.",Register Reinickendorf,other,52.5711856,13.3455963,Unknown,Unknown,Unknown,Unknown
2020-12-17,Treptow-Köpenick,Rassistische strukturelle Benachteiligung im Bezirksamt Treptow-Köpenick,"Nachdem der ehemalige stellvertretende Amtsarzt rassistische Äußerungen und die Ablehnung seiner Bewerbung öffentlich gemacht hatte, wurde ihm zum 17. Dezember gekündigt. Dabei warf ihm der verantwortliche Stadtrat Arbeitsverweigerung vor und behauptete der Betroffene hätte ""seine Herkunft, seine Hautfarbe und seine sexuelle Identität instrumentalisiert und gezielt als Mittel eingesetzt, um damit einen persönlichen Vorteil zu erzielen"", zudem bezeichnete er die Veröffentlichung seiner Aussagen als ""öffentliche Rufmordkampagne"".",Tagesspiegel 21.12.2020,other,52.4378296,13.5886261,Unknown,Unknown,Unknown,Unknown
2020-12-15,Mitte,Rechte Propaganda am Brandenburger Tor,"In der Nähe des Brandenburger Tors im Ortsteil Mitte wurden vier Aufkleber eines extrem rechten Versandhandels, die gegen die Antifa, gegen die Partei Die Grünen und gegen Schwule gerichtet waren, entdeckt und entfernt. Außerdem wurde ein verschwörungsideologisches QAnon-Graffito gefunden und übermalt.",Registerstelle Mitte,other,52.51628045,13.377701882994323,Unknown,Unknown,Unknown,Unknown
2020-12-15,Neukölln,Transfeindliche Beleidigung auf Karl-Marx-Str. ,"An der Karl-Marx-Straße wurde eine als transgender gelesene Person im Vorbeigehen von zwei Jugendlichen beleidigt. Außerdem wurde die hineininterpretierte sexuelle Orientierung von den Jugendlichen herabgewürdigt. Die adressierte Person ignorierte den verbalen Angriff, doch eine Passantin kritisierte die Jugendlichen.",Register Neukölln,physical,52.46385,13.4439688,Unknown,Unknown,Unknown,Unknown
2020-12-07,Marzahn-Hellersdorf,Erneut NPD-Aufkleber am Corso,Am Einkaufszentrum Corso in Hellersdorf-Süd wurden erneut Aufkeber der extrem rechten Partei NPD entdeckt. Die Aufkleber propagieren ein rein binäres Geschlechterbild.,Augenzeug*in / Register Marzahn-Hellersdorf,other,52.5219659,13.5876605,Unknown,Unknown,Unknown,Unknown
2020-12-02,Mitte,LGBTIQ*feindliche Propaganda der NPD im Wedding,In der Nähe des U-Bahnhofs Rehberge im Wedding wurde ein LGBTIQ*feindlicher Aufkleber der neonazistischen NPD entdeckt und entfernt.,Registerstelle Mitte,other,52.550123,13.34197,Unknown,Unknown,Unknown,Unknown
2020-12-02,Reinickendorf,"LGBTIQ-feindliche, rassistische und antimuslimische Aufkleber im Märkischen Viertel","Im Märkischen Viertel, Höhe Heinz-Brandstraße, wurden mehrere Aufkleber mit rassistischem, antimuslimischem und lgbtiq*-feindlichem Inhalt entdeckt. Die Aufkleber sind von einem extrem rechten Kleidungslabel und Onlineversand sowie der Jugendorganisation der NPD.",Register Reinickendorf,other,52.5976675,13.3523189,Unknown,Unknown,Unknown,Unknown
2020-11-28,Mitte,LGBTIQ*feindlicher Angriff in Moabit,"Gegen 18.00 Uhr wurde ein 29-jähriger Mann in der Waldstraße in Moabit von zwei Männern im Alter von 32 und 65 Jahren aus LGBTIQ*feindlicher Motivation ins Gesicht geschlagen und getreten, mit einem Gürtel gewürgt und verletzt.",ReachOut Berlin,physical,52.5301017,13.3425422,Unknown,Unknown,Unknown,Unknown
2020-11-17,Mitte,Transfeindliche Aufkleber in Mitte,"Mehrere transfeindliche Aufkleber wurden in der Dircksenstraße im Ortsteil Mitte gefunden und entfernt. Auf der mit den Aufklebern beworbenen Website werden Transpersonen gezielt angegriffen, indem Transfrauen ihre Identität als Frau abgesprochen wird und dazu aufgerufen wird, sie aus Frauenräumen auszuschließen.",Registerstelle Mitte,other,52.5213665,13.4119355,Unknown,Unknown,Unknown,Unknown
2020-11-12,Neukölln,LGBTIQ*-feindlicher Angriff,Ein 26-jähriger Mann wird gegen 18 Uhr in der Isarstraße zum wiederholten Mal von einer Gruppe Jugendlicher aus LGBTIQ*-feindlicher Motivation beleidigt und angegriffen.,ReachOut,physical,52.4811073,13.4318124,Unknown,Unknown,Unknown,Unknown
2020-11-02,Treptow-Köpenick,Rassistische und LGBTIQ*-feindliche Äußerung und Benachteiligung im Bezirksamt Treptow-Köpenick,"Nach einer Auseinandersetzung über dienstliche Entscheidungen empfahl der Gesundheitsstadtrat dem stellvertretendem Amtsartz in einem persönlichem Gespräch, seine  ""Außendarstellung zu ändern"". Der Betroffene ist Schwarz und schwul.Das Vorfallsdatum entspricht dem Veröffentlichungsdatum des Vorfalls.",Tagesspiegel vom 02.11.2020,other,52.4378296,13.5886261,Unknown,Unknown,Unknown,Unknown
2020-10-30,Mitte,LGBTIQ*feindliche Beleidigung auf Youtube,Der Youtube-Channel der Ibn-Rushd-Goethe-Moschee in Moabit erhielt einen homosexuelle Menschen beleidigenden Kommentar.,Ibn-Rushd-Goethe-Moschee,verbal,52.5301017,13.3425422,Unknown,Unknown,Unknown,Unknown
2020-10-29,Spandau,LGBTIQ*-feindlicher Angriff,Ein 41-jähriger Mann wurde gegen 17:00 Uhr in einem Friseurgeschäft in der Schönwalder Straße von einem 27-jährigen Mann aus LGBTIQ*-feindlicher Motivation beleidigt und mit der Faust auf den Kopf geschlagen.,ReachOut Berlin,physical,52.5486613,13.2007695,Unknown,Unknown,Unknown,Unknown
2020-10-28,Marzahn-Hellersdorf,NPD-Aufkleber in Hellersdorf-Süd,An einem Briefkasten in der Neuen Grottkauer Straße wurde ein NPD-Aufkleber gefunden und entfernt. Der Aufkleber propagiert ein rein binäres Geschlechterbild.,Register Marzahn-Hellersdorf,other,52.5219659,13.5876605,Unknown,Unknown,Unknown,Unknown
2020-10-09,Mitte,LGBTIQ*feindliche Beleidigung auf Instagram ,Die Ibn-Rushd-Goethe-Moschee in Moabit erhielt auf ihrem Instagram-Profil einen homosexuelle Menschen beleidigenden Kommentar.,Ibn-Rushd-Goethe-Moschee,verbal,52.5301017,13.3425422,Unknown,Unknown,Unknown,Unknown
2020-10-05,Mitte,LGBTIQ*feindliche Beleidigung auf Instagram ,Die Ibn-Rushd-Goethe-Moschee in Moabit erhielt auf ihrem Instagram-Profil einen homosexuelle Menschen beleidigenden Kommentar.,Ibn-Rushd-Goethe-Moschee,verbal,52.5301017,13.3425422,Unknown,Unknown,Unknown,Unknown
2020-10-03,Neukölln,LGBTIQ*feindlicher Angriff in der Karl-Marx-Straße,Gegen 2.00 Uhr wurde einer 28-jährige Person auf der Karl-Marx-Straße von einem Unbekannten aus LGBTIQ*feindlicher Motivation ins Gesicht gespuckt.,ReachOut Berlin,physical,52.46385,13.4439688,Unknown,Unknown,Unknown,Unknown
2020-09-27,Mitte,LGBTIQ*feindliche Aufkleber im Berliner Hauptbahnhof,Im Berliner Hauptbahnhof wurden auf der unteren Ebene mehrere LGBTIQ*feinliche Aufkleber entdeckt.,Berliner Register,other,52.5256116,13.36954230049114,Unknown,Unknown,Unknown,Unknown
2020-09-26,Tempelhof-Schöneberg,LGBTIQ*feindlicher Angriff,Gegen 5.00 Uhr wird ein 41-jähriger Mann in der Frobenstraße von drei Männern aus LGBTIQ*feindlicher Motivation beleidigt und zu Boden gestoßen. Am Boden liegend wird der 41-Jährige mit einer Verkehrswarnbake geschlagen und verletzt.,"ReachOut Berlin, queer.de, 26.9.2020",physical,52.4994474,13.3598819,Unknown,Unknown,Unknown,Unknown
2020-09-26,Friedrichshain-Kreuzberg,LGBTIQ*-Feindlicher Angriff,Gegen 2.00 Uhr wird ein 33-jähriger Mann von einem unbekannten Täter aus LGBTIQ*feindlicher Motivation in Friedrichshain-Kreuzberg beleidigt und geschlagen.,"Polizei Berlin, 14.01.2021",physical,52.5122154,13.4502904,Unknown,Unknown,Unknown,Unknown
