Date,District,Header,Story,Source,Attack,latitude,longitude,Propaganda,Structural Discrimination,Material Damage,Reported status
2014-11-29,Tempelhof-Schöneberg,Angriff aus transphober Motivation,"Ein 30-jähriger Mann wird gegen 05.00 Uhr in der Frobenstraße von einem unbekannten Mann aus transphober Motivation gestoßen, geschlagen und beraubt.",ReachOut,physical,52.4994474,13.3598819,Unknown,Unknown,Unknown,Unknown
2014-10-26,Tempelhof-Schöneberg,Angriff aus transphober Motivation,Am 26.10.14 wird ein 30-jähriger Mann gegen 07.15 Uhr in der Potsdamer Straße aus einer Gruppe von unbekannten Personen aus transphober Motivation mit einem Stein beworfen und geschlagen.,ReachOut,physical,52.4946602,13.361087,Unknown,Unknown,Unknown,Unknown
2014-10-03,Mitte,Homophobe Aggression gegen ein schwules Pärchen,"Zwei Schwule werden auf dem U-Bahnhof Pankstraße in Gesundbrunnen gegen 1.35 Uhr in einem Waggon der U-Bahnlinie U8 von einer siebenköpfigen Gruppe, die sich ebenfalls im Waggon befand, aufgrund ihrer sexuellen Orientierung verbal angegriffen und ins Gesicht geschlagen.  Die 32 und 35 Jahre alten Männer werden leicht verletzt, lehnen eine ärztliche Behandlung aber ab. Die Täter können flüchten. Gegen sie wird Anzeige erstattet.",Polizei Berlin,physical,52.5509201,13.384846,Unknown,Unknown,Unknown,Unknown
2014-09-24,Tempelhof-Schöneberg,Angriff aus transphober Motivation,Auf der Potsdamer Straße ist gegen 11.20 Uhr ein 51-jähriger Mann aus transphober Motivation von einem unbekannten Mann gestoßen worden.,ReachOut,physical,52.4946602,13.361087,Unknown,Unknown,Unknown,Unknown
2014-09-21,Pankow,Homophober Angriff am S-Bahnhof Blankenburg,Zwei 20- und 21-jährige Männer werden gegen 00.50 Uhr auf dem S-Bahnhof Blankenburg von zwei Männern homophob beleidigt. Ein Mann wird von einem 18-jährigen Täter gegen ein Wartehäuschen gestoßen und der andere wird ins Gesicht geschlagen.,ReachOut,physical,52.5910131,13.44264055059126,Unknown,Unknown,Unknown,Unknown
2014-09-13,Neukölln,Aus transphober Motivation geschlagen,Ein 50-jähriger Mann wird gegen 12.45 Uhr in der Sonnenallee von einem 34-jährigen Mann aus transphober Motivation geschlagen.,ReachOut ,physical,52.4646466,13.4730145,Unknown,Unknown,Unknown,Unknown
2014-09-09,Friedrichshain-Kreuzberg,Hetze im Internet,Ein Mann hetzte auf der Internetplattform YouTube gegen Juden und Homosexuelle und leugnete die Existenz des NSU.,AGH Drucksache 17/14 651,other,52.5123235,13.4719053,Unknown,Unknown,Unknown,Unknown
2014-07-24,Neukölln,Antisemitisch beleidigt und zu Boden gestoßen,"Ein 46-jähriger Mann wird gegen 20.00 Uhr in der Weisestraße von einem 63-Jährigen antisemitisch beleidigt und zu Boden gestoßen. Der 46-Jährige vermutet, dass er auch aufgrund seiner Homosexualität angegriffen wurde.",ReachOut /Polizei Berlin,verbal,52.4748495,13.4247504,Unknown,Unknown,Unknown,Unknown
2014-07-18,Friedrichshain-Kreuzberg,Mann als Schwuchtel beschimpft,"Ein Mann wird in Kreuzberg als Schwuchtel beschimpft, weil er auf einem Frauenfahrrad unterwegs ist.",Betroffener,verbal,52.4976443,13.411914,Unknown,Unknown,Unknown,Unknown
2014-06-28,Pankow,Facebook-Seite der NPD KV8 Pankow,"In einem Posting (11.06.) auf der Facebook-Seite des NPD KV8 Pankow wurde zur Blutspende aufgerufen, damit die Erhaltung des deutschen Blutes für die Zukunft sichergestellt wird. Am Ende des Postings stand, dass „homosexuelle Männer hierbei ausdrücklich unerwünscht [sind]“. Als „Beleg“ wurde auf die Seite des Österreichischen Roten Kreuzes verwiesen. Hier wurden ebenfalls Männer, die mit Männern Sex hatten, vom Blutspenden ausgeschlossen.In einem weiteren Posting (28.06.) wurde sich diskriminierend gegenüber einem Travestie-Künstler geäußert. Es wurde sich für eine „traditionelle Familie von Mutter – Vater – Kind“ und gegen den „Einheitsbrei und Genderterror“ ausgesprochen.",Facebook-Seite der NPD KV 8 Pankow vom 28.06.2014,other,52.5287836,13.43764116835994,Unknown,yes,Unknown,Unknown
2014-05-20,Friedrichshain-Kreuzberg,Straßenmusiker am Ostkreuz von Nazipunks bedroht,"Am Abend hat eine Gruppe von mehreren Punks am Ostkreuz einen Straßenmusiker bedrängt, sich lautstark über seine „Negermusik"" beschwert und versucht, ihn zu vertreiben. Als zwei Passanten sich einmischten wurden diese als „Judenschwuchtel"", „Scheißnigger"" und „Itzi"" beschimpft. Aus der Gruppe hinaus wurde dabei mehrfach auch der Hitlergruß gezeigt.",Register Friedrichshain-Kreuzberg,verbal,52.5028181,13.4694146,Unknown,Unknown,Unknown,Unknown
2014-05-18,Friedrichshain-Kreuzberg,Mann aus homophoben Gründen zu Boden geschlagen,,ReachOut,physical,52.5161129,13.4482187,Unknown,Unknown,Unknown,Unknown
2014-04-29,Mitte,LGBQT feindlicher Angriff in der Beusselstraße ,"Ein 23- und ein 28-jähriger Mann werden gegen 22.40 Uhr in der Beusselstraße von mehreren Personen homophob beleidigt und mit Flaschen beworfen. Der 28-jährige wird von einer Person getreten, kann aber fliehen. Der 23-Jährige wird getreten und geschlagen und ihm wird ein Messer an den Hals gehalten. Die Gruppe flüchtet, als die Polizei, die der 28-Jährige inzwischen alarmiert hat, kommt. Die Polizei kann später einen 40-jährigen Täter ermitteln.",Reach Out,physical,52.5330789,13.3285072,Unknown,Unknown,Unknown,Unknown
2014-04-29,Mitte,Homophobe Beleidigung und Agression in der Beusselstraße,"Ein 23- und ein 28-jähriger Mann werden gegen 22.40 Uhr in der Beusselstraße von mehreren Personen homophob beleidigt und mit Flaschen beworfen. Der 28-jährige wird von einer Person getreten, kann aber fliehen. Der 23-Jährige wird getreten und geschlagen und ihm wird ein Messer an den Hals gehalten. Die Gruppe flüchtet, als die Polizei, die der 28-Jährige inzwischen alarmiert hat, kommt. Die Polizei kann später einen 40-jährigen Täter ermitteln.",Reach Out,physical,52.5330789,13.3285072,Unknown,Unknown,Unknown,Unknown
2014-04-24,Marzahn-Hellersdorf,Transphober Übergriff,"Gegen 2:00 Uhr wird ein 22-jähriger Mann, der ein Kleid trägt, in der Borkheider Straße von drei unbekannten Männern transphob beleidigt und geschlagen.",Polizei Berlin,physical,52.565469,13.5727882,Unknown,Unknown,Unknown,Unknown
2014-03-17,Charlottenburg-Wilmersdorf,Homophober Angriff in Charlottenburg,Ein 53-jähriger Mann wird in Charlottenburg gegen 21.40 Uhr von einem unbekannten Mann homophob beleidigt und ins Gesicht geschlagen.,"Polizei Berlin 12.05.14, ReachOut Berlin 21.05.14",physical,52.515747,13.3096834,Unknown,Unknown,Unknown,Unknown
2014-02-21,Spandau,Rassistischer Angriff nahe Erstaufnahmeeinrichtung,"Ein 23-jähriger Mann wird an der Bushaltestelle Kladower Damm Ecke Breitehornweg von zwei unbekannten Männern homophob beleidigt,gewürgt und verletzt. Ein Mann verfolgt ihn, lässt dann aber von ihm ab.",ReachOut,physical,52.46754,13.1766318,Unknown,Unknown,Unknown,Unknown
2015-12-19,Friedrichshain-Kreuzberg,Antisemitischer Angriff,"Am Nachmittag des 19. Dezember wurde ein Mann, der einen „Gay-Israel“ Button an seiner Jacke trug, zwischen dem U-Bahnhof Mehringdamm und der Bergmannstraße aus einer dreier Gruppe heraus beschimpft, geschubst und beraubt.
Am Aufgang der U-Bahnstation ging ein ca. 25-jähriger Mann, dem der Israel-Button aufgefallen war, sofort auf den Betroffenen los und forderte, diesen zu entfernen. Der aggressiv auftretende Angreifer schubste den Betroffenen und rief fortwährend „Scheiß Zionist“, „Bist du Zionist oder was?“. Der Betroffene und seine Freundin versuchten mehrfach deeskalierend den Täter von seinem Vorhaben abzubringen und durch zügiges Gehen der Situation zu entfliehen. Erst als es dem Täter gelang den Button herunter zu reißen, stellte er die Beschimpfungen und das Schubsen ein. Passant*innen, die das aggressive und bedrohliche Verhalten mitbekamen, reagierten leider nicht. Der Betroffene wurde zum Glück nicht verletzt und hat den Button mittlerweile schon wieder ersetzt.",Recherche- und Informationsstelle Antisemitismus,physical,52.4890852,13.3939321,Unknown,Unknown,Unknown,Unknown
2015-11-16,Treptow-Köpenick,Auto beschmiert,"Auf einem Auto wurde mit schwarzer Farbe „Gay?“ geschmiert. Es ist davon auszugehen, dass damit ein homophober Ausdruck intendiert war.",Zentrum für Demokratie,other,52.4567544,13.579214789909031,Unknown,Unknown,Unknown,Unknown
2015-10-06,Steglitz-Zehlendorf,Homophober Angriff in Geflüchtetenunterkunft,"Ein 21-jähriger Mann und ein 28-jähriger Mann werden gegen 23.50 Uhr in der Geflüchtetenunterkunft in Lichterfelde am Ostpreußendamm von einem 15-, einem 24- und einem 25-Jährigen homophob beleidigt. Der 21-Jährige wird bedroht, geschlagen und gebissen.",ReachOut,physical,52.437293,13.3138645,Unknown,Unknown,Unknown,Unknown
2015-09-14,Tempelhof-Schöneberg,Angriff aus homophober Motivation in der Motzstr. ,"Zwei Männer wurden am 14.09. gegen 21.30 Uhr in der Motzstraße von einem 31-jährigen homophob beleidigt und bespuckt. Einer der beiden Männer wurde von dem Täter so lange geschlagen, getreten und verletzt, bis Zeugen eingriffen.",ReachOut,physical,52.49732,13.3468847,Unknown,Unknown,Unknown,Unknown
2015-08-30,Friedrichshain-Kreuzberg,Homophob motivierter Angriff,"Eine Veröffentlichung des genauen Vorfalls ist aufgrund von Daten-, Personenschutz oder auf Wunsch der betroffenen Personen nicht möglich. Detaillierte Informtaionen liegen dem Register Friedrichshain Kreuzberg vor.",ReachOut,physical,52.4976443,13.411914,Unknown,Unknown,Unknown,Unknown
2015-08-29,Friedrichshain-Kreuzberg,Homophob motivierter Angriff,"Eine Veröffentlichung des genauen Vorfalls ist aufgrund von Daten-, Personenschutz oder auf Wunsch der betroffenen Personen nicht möglich. Detaillierte Informtaionen liegen dem Register Friedrichshain Kreuzberg vor.",ReachOut,physical,52.4976443,13.411914,Unknown,Unknown,Unknown,Unknown
2015-08-28,Neukölln,Auf Karl-Marx-Straße mit Pfefferspray besprüht,Ein 27-jähriger Mann wird gegen 23.30 Uhr in der Karl-Marx-Straße aus homophober Motivation von einem unbekannten Radfahrer mit Pfefferspray besprüht.,ReachOut,other,52.46385,13.4439688,Unknown,Unknown,Unknown,Unknown
2015-08-09,Tempelhof-Schöneberg,Beleidigung aus transphober Motivation in der Kolonnenstr.,"Am 9. August um 17.30 Uhr pöbelte in der Kolonnenstr. Höhe Hohenfriedbergstr. ein junger Mann eine Person, die einen Rock trug, zweimal als ""Schwuchtel"" an und warf ihr gemeinsam mit seinem Begleiter verächtliche Blicke zu. ",Register Charlottenburg-Wilmersdorf,verbal,52.4866467,13.3577317,Unknown,Unknown,Unknown,Unknown
2015-07-14,Friedrichshain-Kreuzberg,Gruppe greift Menschen aus transphober Motivation an,"Am Kottbusser Tor wird gegen 22.35 Uhr eine 35-jährige Person aus einer Gruppe von 10 Personen transphob beleidigt und mit einem Gegenstand beworfen, der sie am Kopf trifft.",ReachOut,verbal,52.499307,13.4184801,Unknown,Unknown,Unknown,Unknown
2015-07-12,Mitte,Homophobie,"Am 12. Juli 2015 ereignete sich im Ortsteil Tiergarten ein homophober Angriff, zu dem die Berliner Polizei aus datenschutzrechtlichen Gründen keine näheren Angaben machte.",ReachOut,physical,52.5097776,13.3572597,Unknown,Unknown,Unknown,Unknown
2015-07-10,Friedrichshain-Kreuzberg,"Plakat der Ausstellung ""Homosexualität_en"" beschmiert","Auf einer Litfaßsäule am Kottbusser Tor wurde ein Hakenkreuz sowie das Wort „oxi“ (griechisch für Nein) auf ein Plakat geschmiert. Das Plakat bewirbt eine Ausstellung des Deutschen Historischen Museums und des Schwules Museum zum Thema ""Homosexualität_en"".",Register Friedrichshain-Kreuzberg,other,52.499307,13.4184801,Unknown,Unknown,Unknown,Unknown
2015-07-07,Steglitz-Zehlendorf,Transsexuelles Paar angegriffen,"Gegen 17.20 Uhr wird ein transsexuelles Paar von einem heterosexuellen Paar transphob beleidigt und angegriffen. Die beiden 21- und 25-jährigen Personen sitzen in einem Lokal in der Kaiser-Wilhelm-Straße, als sie von einer 38-jährigen Frau und einem 33-jährigen Mann angesprochen, beleidigt und mit heißem Kaffee übergossen werden. Das Täterpaar flieht, kann aber mithilfe eines Zeugen von der Polizei ausfindig gemacht werden.",ReachOut,verbal,52.4432924,13.3540234,Unknown,Unknown,Unknown,Unknown
2015-06-30,Lichtenberg,"Flüchtlingsfeindliche Beiträge auf der ""Pro Deutschland""-Seite","Der Lichtenberger Kreisverband der rechtspopulistischen Kleinspartei „Pro Deutschland“ veröffentlichte auf ihrer Facebookseite im Juni mehrere Artikel die sich gegen Migrant_innen und gegen Gender Mainstreaming richteten. Sie schrieben unter anderem von „Asyl-Wahn“ und „Asylmissbrauch“, oft im Zusammenhang mit „steigender Kriminalität“ im Bezirk, von „Genderschwachsinn“, „linken Schwachsinn“ und vom „Deutschenhass der Etablierten“ und unterschieden sich so auch im Detail nicht vom Vokabular der NPD.    ",Lichtenberger Register,other,52.509713,13.5036461,Unknown,Unknown,Unknown,Unknown
2015-06-28,Mitte,Angriff auf gleichgeschechtliches Paar,"Am 28. Juni 2015 gegen 4.45 Uhr war ein gleichgeschlechtliches Paar in der Rheinsberger Straße (Ortsteil Mitte) unterwegs, als es von zwei Unbekannten unter einem Vorwand angesprochen und anschließend unvermittelt mit Faustschlägen und Tritten angegriffen wurde. Von einem der Täter veröffentlichte die Polizei am 29. Januar 2016 eine Phantomzeichnung.",https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.439275.php,physical,52.536645,13.395159,Unknown,Unknown,Unknown,Unknown
2015-06-27,Mitte,Homophober Angriff während des CSD ,"Polizeibeamte nahmen in Tiergarten am Rande des Christopher-Street-Days einen Mann wegen Beleidigung und Körperverletzungen vorübergehend fest. Nach Angaben von Zeugen ging gegen 21 Uhr ein 28-Jähriger auf der Straße des 17. Juni mit einem Ausruf des Erschreckens oder der Verwunderung auf eine Gruppe von Teilnehmern des Demonstrationszuges zu und schlug unvermittelt mit der flachen Hand einem 25-Jährigen ins Gesicht. Die Betroffenen berichteten weiter, dass der Angreifer einem 19-jährigen Begleiter ins Gesicht gespuckt hatte, als dieser zu schlichten versuchte. Schließlich beleidigte er die Gruppe homophob und entfernte sich. Polizisten gelang es wenig später, den Tatverdächten auf dem Platz des 18. März festzunehmen. Bei seiner Festnahme leistete er Widerstand, konnte jedoch von den Beamten überwältigt werden. Die Ermittlungen dauern an.",Polizei Berlin,physical,52.5097776,13.3572597,Unknown,Unknown,Unknown,Unknown
2015-05-29,Friedrichshain-Kreuzberg,Gruppe schlägt Passanten aus homophober Motivation,"Am Abend wurden zwei Passanten aus homophoben Motiven angegriffen. Gegen 21. 30 Uhr liefen zwei Männer händchenhaltenden die Admiralstraße entlang. Dort trafen sie auf eine sechs- bis achtköpfige Gruppe, aus der heraus sie zunächst gemustert und dann homophob beleidigt wurden. Zwei Männer aus der Gruppe schlugen dann zunächst den einen Mann ins Gesicht, woraufhin dieser auf den Gehweg stürzte. Daraufhin attackierten sie den zweiten Mann. Sie schlugen und traten ihn und warfen eine Plastikflasche nach ihm. An diesem Angriff hatten sich auch die anderen Männer aus der Gruppe beteiligt. Im Anschluss ergriffen die Täter die Flucht.",Polizei,physical,52.4978399,13.4168307,Unknown,Unknown,Unknown,Unknown
2015-05-25,Mitte,Homophobie,"Am 25. Mai 2015 ereignete sich im Ortsteil Mitte ein Fall von Homophobie, zu dem die Berliner Polizei aus datenschutzrechtlichen Gründen keine näheren Angaben machte.",ReachOut,other,52.5178855,13.4040601,Unknown,Unknown,Unknown,Unknown
2015-05-06,Neukölln,Opfer erlitt eine Kopfverletzung,"In der U-Bahn der Linie 7 beleidigte ein 20-Jähriger einen 41-Jährigen homophob. Der Beleidigte verließ daraufhin den Zug am U-Bahnhof Rathaus Neukölln, woraufhin der aggressive 20-Jährige ihm folgte und mit einem unbekannten Gegenstand auf den Kopf schlug. Das Opfer erlitt dabei eine Kopfverletzung, die durch alarmierte Rettungskräfte auf dem Bahnsteig medizinisch versorgt wurde. Der Schläger konnte festgenommen werden.",Polizei Pressestelle,verbal,52.475625,13.4217898,Unknown,Unknown,Unknown,Unknown
2015-05-06,Friedrichshain-Kreuzberg,Mann entblößt sein Geschlechtsteil und beleidigt einen Anderen homophob,"Ein Gast eines Restaurants am Mehringdamm wurde am Nachmittag von einem anderen Mann belästigt und aus homophober Motivation heraus beleidigt. Der 44-Jährige saß gegen 16 Uhr im Außenbereich eines Lokals, als sich der 20-Jährige vor den Tisch stellte, sein Geschlechtsteil entblößte und ihn dabei beschimpfte. Alarmierte Polizist*innen nahmen die Personalien des jungen Mannes auf und schrieben eine Strafanzeige wegen Beleidigung.",Polizei,verbal,52.4963319,13.3895282,Unknown,Unknown,Unknown,Unknown
2015-05-01,Friedrichshain-Kreuzberg,Homophober Angriff auf dem MyFest,"Auf dem MyFest in Kreuzberg wurden zwei Männer, die sich an den Händen hielten, von drei jungen Männern in der Dresdner Straße angegriffen. Einer der Angreifer verpasste einem der beiden Männer aus homophober Motivation heraus von hinten eine Kopfnuss. Die Polizei erklärte sich zunächst für nicht zuständig, nahm aber später eine Anzeige wegen Körperverletzung auf.",Register Friedrichshain-Kreuzberg,physical,52.4976443,13.411914,Unknown,Unknown,Unknown,Unknown
2015-04-11,Friedrichshain-Kreuzberg,Frau aus homophober Motivation angegriffen,Eine 23-jährige Frau wird gegen 4.00 Uhr auf der Warschauer Brücke aus homophober Motivation aus einer Gruppe heraus von einem unbekannten Mann gegen den Oberkörper gestoßen.,ReachOut,other,52.50633325,13.44939816143431,Unknown,Unknown,Unknown,Unknown
2015-03-18,Treptow-Köpenick,Homophober Angriff in Baumschulenweg,"Ein 44-jähriger Mann, der einen Anstecker mit Regenbogen­flagge trägt, wird gegen 12.40 Uhr in der Baumschulenstraße aus homophober Motivation von einem unbekannten Mann ins Gesicht geschlagen.",Pressemeldung der Polizei,physical,52.4613717,13.48196,Unknown,Unknown,Unknown,Unknown
2015-02-28,Tempelhof-Schöneberg,Beleidigung aus homophober Motivation und Angriff,Am 28.02. wurde ein 38-jähriger Mann gegen 18.45 auf dem Wittenbergplatz von einem 28-jährigen Mann homophob beleidigt und gegen den Kopf gestoßen.,ReachOut,physical,52.501820800000004,13.34296256609647,Unknown,Unknown,Unknown,Unknown
2015-02-17,Marzahn-Hellersdorf,Homophober Angriff in der Stollberger Straße,In der Stollberger Straße wird eine 20-jährige Frau gegen 19.10 Uhr von einem 36-jährigen Mann homophob beleidigt und geschlagen.,ReachOut ,physical,52.5319109,13.6048812,Unknown,Unknown,Unknown,Unknown
2015-02-07,Mitte,Angriff auf Homosexuellen,"Am 7. Februar wurde ein Mann gegen 4.00 Uhr in der Chausseestraße von mehreren unbekannten Männern homophob beleidigt, danach schlug man ihm mit der Faust ins Gesicht.",ReachOut,physical,52.5309062,13.3825894,Unknown,Unknown,Unknown,Unknown
2016-12-28,Mitte,LGBTIQ-feindlicher Angriff auf Frau ,Gegen 02.00 Uhr wird eine 19-jährige Frau in der Genthiner Straße auf einer Party aus transphober Motivation von einem unbekannten Mann mit der Faust ins Gesicht geschlagen.,ReachOut,physical,52.5034019,13.3593388,Unknown,Unknown,Unknown,Unknown
2016-12-26,Tempelhof-Schöneberg,Homophober Angriff am S-Bahnhof Tempelhof,"Am 26.12.2016 wurde ein junger Mann gegen 17.00 Uhr auf einem Bahnsteig des S-Bahnhofes Tempelhof von einem unbekannten Mann homophob beleidigt und ins Gesicht geschlagen. Als der Betroffene daraufhin zu Boden stürzte, trat ihm der Angreifer mehrfach in den Rücken. Der junge Mann wurde mit Kopfverletzungen im Krankenhaus behandelt.
Der Polizeiliche Staatsschutz beim Landeskriminalamt hat die Ermittlungen übernommen.",Pressemeldung der Polizei v. 27.12.2016,physical,52.4632921,13.3864477,Unknown,Unknown,Unknown,Unknown
2016-12-21,Neukölln,In Britz an der Wohnungstür geschlagen,Gegen 20.30 Uhr wurde eine 19-Jährige an ihrer Wohnungstür in Britz von vier unbekannten Männern homophob beleidigt und von einem der Täter mehrfach ins Gesicht geschlagen.,ReachOut,physical,52.4483324,13.4423401,Unknown,Unknown,Unknown,Unknown
2016-12-16,Friedrichshain-Kreuzberg,Tranphober Angriff in der Ohlauer Straße,Ein 34-jähriger Mann wird gegen 22.25 Uhr in einem Kiosk in der Ohlauer Straße durch zwei unbekannte Täter aus transphober Motivation beraubt   und mit einem Messer verletzt.,Polizei,physical,52.4958751,13.4306089,Unknown,Unknown,Unknown,Unknown
2016-12-14,Marzahn-Hellersdorf,Hakenkreuz an Marzahner Promenade,"An der Marzahner Promenade wird ein Plakat an einem Baum entdeckt, auf dem ein Hakenkreuz abgebildet ist. Zusätzlich hat jemand „schwul“ darunter geschrieben.",Augenzeug_innenbericht / Register ASH,other,52.5448316,13.5506718,Unknown,Unknown,Unknown,Unknown
2016-11-20,Pankow,LGBTQI-feindlicher Angriff,Ein 25-jähriger Mann wird gegen 5.20 Uhr in einer Diskothek in der Schönhauser Allee von einem unbekannten Mann aus LGBTQI-feindlicher Motivation beleidigt und mit der Faust ins Gesicht geschlagen.,Pressemitteilung der Polizei vom 20.11.2016,physical,52.5544262,13.4144768,Unknown,Unknown,Unknown,Unknown
2016-11-16,Mitte,LGBTIQ*-feindlicher Angriff,Gegen 21.30 Uhr wird ein 18-jähriger Mann in Begleitung seiner Frau und seines Kindes in der Kurfürstenstraße aus einer Gruppe von fünf 14- bis 19-Jährigen heraus homophob beleidigt. Er wird von einem Jugendlichen mit einer abgebrochenen Bierflasche angegriffen.,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.533665.php   /   http://www.morgenpost.de/berlin/polizeibericht/article208737455/18-Jaehriger-verpruegelt-in-Bud-Spencer-Manier-junge-Maenner.html,physical,52.5022282,13.3531422,Unknown,Unknown,Unknown,Unknown
2016-11-16,Tempelhof-Schöneberg,Homophober Angriff in Schöneberg,"Ein 57-jähriger Mann wird gegen 17.15 Uhr in seiner Wohnung von drei unbekannten Männern überfallen, homophob beleidigt und geschlagen.","Polizei Berlin, 27.02.2017",physical,52.482157,13.3551901,Unknown,Unknown,Unknown,Unknown
2016-11-13,Spandau,LGBTIQ-feindlich beleidigt und geschlagen,Eine Freundin eines Geflüchteten in der Unterkunft Motardstraße wird von einem Mitbewohner aus LGBTIQ-feindlicher Motivation beleidigt und der Geflüchtete wird mit einer Flasche geschlagen. Es wird Anzeige erstattet.,ReachOut,physical,52.5347752,13.2569445,Unknown,Unknown,Unknown,Unknown
2016-11-06,Neukölln,Homophober Angriff in Rudow,Ein 19-Jähriger und sein 27 Jahre alter Freund wurden in Rudow aus homophober Motivation geschlagen. Täter war der Vater des 19-Jährigen.,ReachOut,physical,52.4146801,13.4986183,Unknown,Unknown,Unknown,Unknown
2016-10-11,Neukölln,Transphober Angriff in der Pannierstraße,"Am frühen Abend wurde eine Frau aus transphober Motivation von 5 Personen auf der Pannierstraße angegriffen. Die Angegriffene holte sich Unterstützung aus einer nahe gelegenen Bar. Gemeinsam mit ihren Unterstützer*innen gelang es der Frau, die angreifende Fünfer-Gruppe in die Flucht zu schlagen",Register Treptow-Köpenick,physical,52.4863765,13.4305155,Unknown,Unknown,Unknown,Unknown
2016-10-09,Reinickendorf,Beleidigung einer Trans-Person,"Eine transgender Person fragte im Hallenbad im Märkischen Viertel an der Kasse nach nicht-geschlechtsspezifischen Umkleidekabinen und Toiletten. Der Angestellte wusste nichts über Transgender, so dass die Person ihn darüber aufklären musste. Daraufhin mischte sich ein wartender Badegast ein, der der fragenden Person auf sehr respektlose und grenzüberschreitende Weise, sagte, in welche Umkleidekabine er/sie zu gehen habe.",Fraktionsbüro Bündnis 90/Die Grünen,verbal,52.5976675,13.3523189,Unknown,Unknown,Unknown,Unknown
2016-10-06,Mitte,Homophober Angriff,Gegen 16.50 Uhr wird ein 33-jähriger Mann in der Gontardstraße von einem unbekannten Mann aus homophober Motivaion geschlagen.,ReachOut,physical,52.5220348,13.4098305,Unknown,Unknown,Unknown,Unknown
2016-09-27,Mitte,Angriff auf Transperson,"Am Abend des 27. September haben drei Männer eine 33-jährige Transperson im so genannten ""Kleinen Tiergarten"" (Moabit) beleidigt, geschlagen und beraubt. Ein 17-Jähriger schlug der Transperson mehrfach mit der Faust ins Gesicht, so dass diese zu Boden fiel, und klaute ihr dann die Handtasche. Zeugen kamen dem Opfer zu Hilfe. Die Täter versuchten zu flüchten, dennoch gelang es den Passanten, einen der Täter festzunehmen.",https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.520906.php,physical,52.5301017,13.3425422,Unknown,Unknown,Unknown,Unknown
2016-09-17,Marzahn-Hellersdorf,Homophobe und rassistische Beleidigungen,In der Nossener Straße kommt es gegen 22:00 Uhr zu homophoben und rassistischen Beleidigungen.,Anonym / PfD,verbal,52.5298415,13.6076078,Unknown,Unknown,Unknown,Unknown
2016-09-12,Mitte,Homophober Angriff,Ein 45-jähriger Mann wird gegen 01.40 Uhr in der Prinzenallee von einem 31-jährigen Mann homophob beleidigt und ins Gesicht geschlagen.,ReachOut,physical,52.558821,13.3863016,Unknown,Unknown,Unknown,Unknown
2016-09-11,Tempelhof-Schöneberg,Angriff aus homophober Motivation in Schöneberg,Ein 40- und ein 41-jähriger Mann werden gegen 23.15 Uhr in der Fuggerstraße aus homophober Motivation aus einem vorbeifahrenden Auto mit Eiern beworfen.,"Polizei Berlin, 27.02.2017",physical,52.482157,13.3551901,Unknown,Unknown,Unknown,Unknown
2016-09-10,Treptow-Köpenick,Extrem rechte Flyer in Alt-Treptow,"In Alt-Treptow wurden Flyer entdeckt, die mit völkischen und homophoben Äußerungen Alexander Freier angriffen.",Zentrum für Demokratie,physical,52.4925634,13.4598743,Unknown,Unknown,Unknown,Unknown
2016-09-04,Neukölln,Homophobe Schmiererei in der Elsenstraße,"In der Elsenstraße wurde ""no homo!"" an eine Hauswand geschrieben.",Amaro Foro e. V.,other,52.4852535,13.4491167,Unknown,Unknown,Unknown,Unknown
2016-08-31,Pankow,Homophober Angriff im Prenzlauer Berg,Gegen 3.05 Uhr wird ein 25-jähriger und ein 27-jähriger Mann in der Eberswalder Straße von einem 23-jährigen homophob beleidigt . Anschließend werden die beiden Männer vom Täter geschlagen und getreten.,"Polizei Berlin, 27.02.2017",physical,52.5412078,13.4100925,Unknown,Unknown,Unknown,Unknown
2016-08-30,Neukölln,Homophober Angriff,"Ein Mann wurde in Neukölln als ""Schwuchtel"" beschimpft und tätlich angegriffen. Die Veröffentlichung näherer Angaben ist vom Betroffenen nicht gewünscht.",Register Neukölln,physical,52.4811497,13.4353501,Unknown,Unknown,Unknown,Unknown
2016-08-25,Mitte,Chemischer Angriff auf Homosexuelle,"In der Nacht vom 25. auf den 26. August saßen drei homosexuelle Männer auf einer Parkbank am Tiergartenufer, als sich ihnen ein unbekannter Mann näherte. Zunächst beleidigte er sie mit homophoben Sprüchen, anschließend übergoss er sie mit einer Flüssigkeit und flüchtete. Daraufhin wurde den Männern übel und sie klagten über Hautreizungen. Einer der Männer musste im Krankenhaus ambulant versorgt werden. Er erstattete gegen 0.30 Uhr Strafanzeige beim Polizeiabschnitt 41. Der Polizeiliche Staatsschutz ermittelt nun, welche Substanz bei dem Anschlag verwendet wurde. Der ""Tagesspiegel"" sprach von einer ""ätzenden Flüssigkeit"".",https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.512051.php   /   http://www.tagesspiegel.de/berlin/queerspiegel/berlin-tiergarten-maenner-homophob-beleidigt-und-verletzt/14459148.html,physical,52.513023,13.3338854,Unknown,Unknown,Unknown,Unknown
